"LLIW","InsChange","MeanRH","WindFieldMt","SubjVertMo","SynForcng","LoLevMoistAd","Boundaries","AMInsWliScen","N34StarFcst","N0_7muVerMo","WndHodograph","ScenRel3_4","WindAloft","AreaMeso_ALS","ScenRelAMIns","CapInScen","Dewpoints","MorningCIN","CldShadeOth","Date","MorningBound","LIfr12ZDENSd","InsSclInScen","InsInMt","IRCloudCover","RHRatio","LatestCIN","QGVertMotion","MountainFcst","MvmtFeatures","SatContMoist","SfcWndShfDis","Scenario","CapChange","AMInstabMt","CurPropConv","AMCINInScen","CldShadeConv","RaoContMoist","CompPlFcst","LowLLapse","R5Fcst","PlainsFcst","MidLLapse","ScnRelPlFcst","AMDewptCalPl","CombVerMo","WindFieldPln","AreaMoDryAir","CombClouds","VISCloudCov","CombMoisture","OutflowFrMt","ScenRelAMCIN","TempDis"
"Weak","Decreasing","Dry","Westerly","StronUp","PosToNeg","Neutral","Strong","Average","XNIL","StrongUp","DCVZFavor","B","NWQuad","StrongUp","ABI","LessThanAve","LowMtsHighPl","PartInhibit","Clear","Jul2_Jul15","Weak","N5GtLIGt_8","Average","None","Clear","DryMMoistL","None","Neutral","XNIL","NoMajor","Neutral","DenvCyclone","B","Decreasing","None","Slight","Average","None","Neutral","DecCapIncIns","Steep","XNIL","XNIL","CloseToDryAd","B","Stability","StrongUp","DenvCyclone","Wet","Clear","Cloudy","Wet","None","AB","Moving"
"Weak","Increasing","VeryMoist","LVorOther","Neutral","LittleChange","WeakPos","Weak","MoreUnstable","XNIL","StrongUp","Westerly","HI","NWQuad","WeakUp","H","Average","LowMtsHighPl","None","Cloudy","Jul2_Jul15","Weak","N1GtLIGt_4","MoreUnstable","Strong","Cloudy","DryMMoistL","Stifling","Neutral","SIG","MarkedUpper","Dry","None","H","Increasing","Weak","Slight","LessThanAve","Some","Neutral","IncCapDecIns","ModerateOrLe","SIG","XNIL","ModerateOrLe","H","Neutral","WeakUp","E_NE","VeryWet","PC","PC","VeryWet","Strong","CThruK","None"
"Moderate","Decreasing","Average","Westerly","Down","SigNegative","Neutral","None","LessUnstable","XNIL","WeakUp","Other","ACEFK","SWQuad","Down","ABI","Average","Other","None","Clear","May15_Jun14","None","LILt_8","LessUnstable","Strong","PC","DryMMoistL","Stifling","Neutral","SVR","MarkedUpper","Neutral","DenvCyclone","A","Increasing","Strong","Slight","LessThanAve","Some","Neutral","IncCapDecIns","ModerateOrLe","SVR","XNIL","ModerateOrLe","A","Stability","Down","DenvCyclone","Dry","PC","PC","Neutral","None","AB","Other"
"Strong","LittleChange","Dry","LVorOther","Down","LittleChange","Neutral","None","LessUnstable","XNIL","Neutral","Westerly","GJ","LV","Down","CDEJ","Average","LowEvrywhere","PartInhibit","PC","Aug11_Aug20","Weak","N1GtLIGt_4","LessUnstable","None","PC","DryMMoistL","None","Down","XNIL","NoMajor","Dry","None","J","Increasing","None","Moderate","Average","None","Dry","IncCapDecIns","Stable","XNIL","XNIL","CloseToDryAd","J","Stability","Down","LV","Neutral","PC","PC","Neutral","None","CThruK","Other"
"Unfavorable","LittleChange","Dry","Westerly","WeakUp","NegToPos","Neutral","Strong","Average","SIG","WeakUp","Westerly","GJ","NWQuad","Down","G","Average","LowEvrywhere","PartInhibit","PC","Aug20_Sep15","Strong","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","None","Down","SIG","NoMajor","Neutral","DryLine","G","LittleChange","Strong","None","Average","None","Wet","LittleChange","CloseToDryAd","SIG","SIG","CloseToDryAd","G","Neutral","Down","LongAnticyc","Neutral","Cloudy","PC","Neutral","Weak","CThruK","Moving"
"Moderate","Increasing","VeryMoist","Westerly","Neutral","PosToNeg","WeakPos","Strong","MoreUnstable","XNIL","Neutral","Westerly","B","SWQuad","Neutral","ABI","MoreThanAve","LowNHighS","TotalInhibit","Clear","May15_Jun14","Strong","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","VeryWet","DenvCyclone","B","Increasing","Strong","None","MoreThanAve","Marked","Dry","IncCapDecIns","Steep","XNIL","XNIL","Steep","B","Instability","Neutral","DenvCyclone","Dry","PC","PC","Dry","Weak","AB","None"
"Weak","Decreasing","VeryMoist","LVorOther","WeakUp","LittleChange","Negative","Weak","LessUnstable","XNIL","Neutral","Westerly","B","AllElse","WeakUp","ABI","LessThanAve","LowAtStation","PartInhibit","Clear","Jun15_Jul1","None","N5GtLIGt_8","LessUnstable","Strong","Clear","Other","TotalInhibit","StrongUp","SVR","MarkedUpper","Dry","DenvCyclone","B","Decreasing","Strong","Slight","Average","Some","Neutral","DecCapIncIns","CloseToDryAd","SVR","XNIL","CloseToDryAd","B","Instability","WeakUp","SEQuad","Dry","Clear","Clear","Neutral","Strong","AB","Other"
"Moderate","Decreasing","Average","Westerly","Neutral","SigPositive","Negative","Weak","MoreUnstable","XNIL","Neutral","StrongWest","ACEFK","LV","StrongUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","Clear","Jul2_Jul15","None","N5GtLIGt_8","Average","Weak","Clear","Other","PartInhibit","StrongUp","XNIL","StrongFront","Neutral","E_W_N","C","Decreasing","None","Moderate","Average","Some","Dry","DecCapIncIns","CloseToDryAd","XNIL","XNIL","Steep","C","Instability","StrongUp","WidespdDnsl","Wet","Clear","Clear","Neutral","Weak","CThruK","QStationary"
"Strong","Increasing","VeryMoist","Westerly","Neutral","LittleChange","Neutral","Weak","LessUnstable","SIG","WeakUp","Westerly","B","NWQuad","Neutral","ABI","Average","LowMtsHighPl","PartInhibit","Clear","May15_Jun14","None","N1GtLIGt_4","Average","Weak","PC","Other","None","Down","XNIL","NoMajor","Dry","DenvCyclone","B","Increasing","Weak","Strong","Average","Some","Wet","IncCapDecIns","Stable","SIG","SIG","ModerateOrLe","B","Stability","Neutral","DenvCyclone","Neutral","Clear","Clear","Wet","Weak","AB","None"
"Strong","Decreasing","Dry","Westerly","Neutral","PosToNeg","Negative","Strong","Average","XNIL","StrongUp","Westerly","GJ","LV","StrongUp","G","LessThanAve","LowSHighN","Stifling","Cloudy","May15_Jun14","Weak","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","None","Neutral","SVR","MarkedUpper","Dry","Other","G","Decreasing","Strong","Strong","Average","Some","VeryWet","DecCapIncIns","CloseToDryAd","SVR","XNIL","CloseToDryAd","G","Neutral","StrongUp","LV","VeryWet","PC","PC","VeryWet","Strong","CThruK","None"
"Strong","Increasing","Average","LVorOther","Neutral","PosToNeg","Neutral","Weak","MoreUnstable","SVR","WeakUp","DCVZFavor","B","AllElse","Neutral","ABI","LessThanAve","HighEvrywher","PartInhibit","PC","Jul16_Aug10","Weak","N5GtLIGt_8","MoreUnstable","Weak","Cloudy","Other","PartInhibit","StrongUp","XNIL","NoMajor","Wet","DenvCyclone","B","Increasing","None","Slight","LessThanAve","None","Neutral","IncCapDecIns","ModerateOrLe","SVR","SVR","Steep","B","Instability","Neutral","DenvCyclone","Neutral","PC","PC","Neutral","None","AB","None"
"Strong","Increasing","Average","LVorOther","Neutral","SigNegative","WeakPos","None","Average","SIG","Neutral","Westerly","HI","LV","Neutral","H","Average","LowMtsHighPl","PartInhibit","PC","Jul16_Aug10","None","N1GtLIGt_4","MoreUnstable","Weak","Cloudy","DryMMoistL","None","Neutral","SVR","OtherRapid","Wet","DenvCyclone","H","LittleChange","None","Strong","Average","Some","Neutral","LittleChange","Stable","SVR","SIG","Steep","H","Neutral","Neutral","E_NE","Neutral","PC","Clear","Neutral","None","CThruK","Moving"
"Weak","Decreasing","Average","LVorOther","WeakUp","NegToPos","Negative","None","MoreUnstable","XNIL","WeakUp","Other","HI","LV","WeakUp","H","Average","LowMtsHighPl","PartInhibit","PC","Jun15_Jul1","Weak","N1GtLIGt_4","Average","Strong","Clear","DryMMoistL","PartInhibit","Neutral","SIG","MarkedUpper","Wet","MovingFtorOt","H","LittleChange","Strong","None","Average","None","Wet","LittleChange","Stable","SIG","XNIL","Steep","H","Neutral","WeakUp","E_NE","Wet","Clear","Clear","Wet","None","CThruK","Moving"
"Strong","Increasing","Average","Westerly","WeakUp","SigNegative","WeakPos","Strong","MoreUnstable","XNIL","Down","Westerly","D","AllElse","Down","CDEJ","MoreThanAve","LowEvrywhere","TotalInhibit","Cloudy","Aug20_Sep15","None","N1GtLIGt_4","MoreUnstable","Strong","Clear","DryMMoistL","PartInhibit","Down","SIG","MarkedUpper","Dry","DryLine","D","Increasing","Strong","Strong","MoreThanAve","Some","Wet","IncCapDecIns","Steep","SIG","XNIL","CloseToDryAd","D","Instability","Down","LongAnticyc","Neutral","Cloudy","Cloudy","Wet","Weak","CThruK","None"
"Moderate","Decreasing","Average","LVorOther","Down","LittleChange","Negative","Weak","Average","SVR","StrongUp","StrongWest","ACEFK","LV","StrongUp","CDEJ","Average","LowMtsHighPl","Stifling","PC","Jun15_Jul1","None","N5GtLIGt_8","LessUnstable","None","PC","MoistMDryL","None","StrongUp","XNIL","NoMajor","Dry","Other","E","Decreasing","None","Moderate","Average","None","VeryWet","DecCapIncIns","Steep","SVR","SIG","Steep","E","Neutral","StrongUp","LV","Wet","PC","PC","Neutral","None","CThruK","None"
"Weak","Increasing","Average","LVorOther","Down","NegToPos","WeakPos","Strong","MoreUnstable","SIG","Neutral","Westerly","ACEFK","AllElse","Down","CDEJ","MoreThanAve","HighEvrywher","TotalInhibit","Clear","Jul2_Jul15","Weak","LILt_8","MoreUnstable","Strong","PC","Other","None","Down","XNIL","OtherRapid","Neutral","E_W_N","E","Increasing","Strong","Slight","MoreThanAve","None","Wet","IncCapDecIns","CloseToDryAd","SIG","XNIL","Steep","E","Instability","Down","LV","Neutral","Clear","Clear","Neutral","Strong","CThruK","Other"
"Moderate","LittleChange","VeryMoist","Westerly","Neutral","SigPositive","Negative","None","Average","XNIL","StrongUp","Other","ACEFK","AllElse","Neutral","K","Average","LowSHighN","PartInhibit","PC","Jul2_Jul15","None","LILt_8","LessUnstable","Strong","Clear","DryMMoistL","PartInhibit","Neutral","SIG","StrongFront","Wet","MovingFtorOt","K","LittleChange","Weak","Moderate","Average","Some","VeryWet","LittleChange","Steep","SIG","XNIL","Steep","K","Stability","Neutral","WidespdDnsl","Wet","PC","PC","Wet","None","CThruK","QStationary"
"Weak","Decreasing","Dry","LVorOther","Neutral","SigNegative","Negative","Strong","LessUnstable","SIG","Down","StrongWest","D","SWQuad","Down","CDEJ","LessThanAve","Other","None","PC","Jul16_Aug10","Weak","N1GtLIGt_4","LessUnstable","Strong","PC","DryMMoistL","None","Neutral","SIG","NoMajor","Neutral","DryLine","D","Increasing","Weak","Slight","LessThanAve","Marked","Neutral","IncCapDecIns","CloseToDryAd","SIG","SIG","ModerateOrLe","D","Stability","Down","SEQuad","Neutral","PC","Clear","Wet","Strong","CThruK","None"
"Moderate","Increasing","Dry","LVorOther","Neutral","PosToNeg","WeakPos","None","LessUnstable","SVR","WeakUp","Other","B","SWQuad","WeakUp","ABI","MoreThanAve","HighEvrywher","PartInhibit","Clear","Jul16_Aug10","None","N1GtLIGt_4","MoreUnstable","None","Clear","DryMMoistL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","DenvCyclone","B","Increasing","None","Moderate","Average","None","Dry","IncCapDecIns","ModerateOrLe","SVR","SVR","CloseToDryAd","B","Stability","WeakUp","SEQuad","Neutral","Clear","Clear","Wet","None","AB","None"
"Moderate","Increasing","VeryMoist","Westerly","Neutral","SigNegative","WeakPos","Weak","LessUnstable","XNIL","Down","Other","ACEFK","NWQuad","Down","K","LessThanAve","LowNHighS","PartInhibit","Clear","Aug20_Sep15","None","LIGt0","Average","Strong","Clear","Other","None","Down","SVR","MarkedUpper","Neutral","Other","K","Increasing","Weak","Strong","LessThanAve","None","VeryWet","IncCapDecIns","ModerateOrLe","SVR","XNIL","ModerateOrLe","K","Stability","Down","SEQuad","Wet","Clear","Clear","VeryWet","Weak","CThruK","Moving"
"Strong","Increasing","Dry","LVorOther","Neutral","LittleChange","StrongPos","Weak","Average","SIG","StrongUp","Westerly","GJ","LV","WeakUp","CDEJ","LessThanAve","LowSHighN","PartInhibit","PC","Jul16_Aug10","None","N1GtLIGt_4","Average","Strong","Clear","Other","None","Neutral","SVR","NoMajor","Neutral","DryLine","J","Increasing","Strong","Strong","LessThanAve","Marked","Wet","IncCapDecIns","Steep","SVR","SIG","Steep","J","Stability","WeakUp","WidespdDnsl","VeryWet","PC","PC","Wet","Strong","CThruK","Other"
"Moderate","LittleChange","Average","LVorOther","WeakUp","SigNegative","WeakPos","Strong","MoreUnstable","SVR","WeakUp","DCVZFavor","ACEFK","SWQuad","StrongUp","ABI","Average","HighEvrywher","TotalInhibit","Cloudy","May15_Jun14","None","N1GtLIGt_4","MoreUnstable","Strong","PC","DryMMoistL","None","StrongUp","SVR","MarkedUpper","Neutral","DenvCyclone","A","Decreasing","Strong","Strong","MoreThanAve","Marked","Neutral","DecCapIncIns","ModerateOrLe","SVR","SVR","Steep","A","Instability","StrongUp","SEQuad","Wet","PC","PC","Neutral","Strong","AB","Other"
"Moderate","Decreasing","Dry","LVorOther","Neutral","LittleChange","WeakPos","Weak","LessUnstable","SVR","StrongUp","StrongWest","HI","SWQuad","WeakUp","ABI","MoreThanAve","LowSHighN","PartInhibit","PC","May15_Jun14","Strong","LIGt0","LessUnstable","Strong","Cloudy","DryMMoistL","PartInhibit","Neutral","SVR","NoMajor","Neutral","MovingFtorOt","I","Increasing","Weak","Slight","Average","Marked","VeryWet","IncCapDecIns","Stable","SVR","SVR","Steep","I","Stability","WeakUp","LV","Wet","Clear","Clear","Neutral","Strong","CThruK","QStationary"
"Strong","LittleChange","Average","Westerly","Neutral","LittleChange","Neutral","Weak","MoreUnstable","SIG","WeakUp","StrongWest","ACEFK","SWQuad","Neutral","CDEJ","MoreThanAve","LowAtStation","Stifling","Clear","Jul16_Aug10","Strong","LILt_8","MoreUnstable","Strong","PC","MoistMDryL","None","Down","SIG","NoMajor","Neutral","E_W_N","E","LittleChange","Strong","Strong","MoreThanAve","Some","Dry","LittleChange","Steep","SIG","SIG","Steep","E","Instability","Neutral","LongAnticyc","Neutral","Clear","Clear","Dry","Strong","CThruK","None"
"Moderate","LittleChange","VeryMoist","LVorOther","Down","LittleChange","Negative","Strong","Average","SIG","StrongUp","DCVZFavor","ACEFK","AllElse","StrongUp","F","MoreThanAve","HighEvrywher","Stifling","Cloudy","Aug20_Sep15","None","N5GtLIGt_8","Average","Strong","PC","Other","PartInhibit","Down","SVR","NoMajor","Wet","None","F","Increasing","Strong","Moderate","MoreThanAve","Marked","Dry","IncCapDecIns","Stable","SVR","SIG","ModerateOrLe","F","Neutral","StrongUp","LV","VeryWet","Cloudy","Clear","VeryWet","Strong","CThruK","None"
"Strong","Increasing","Dry","Westerly","Neutral","LittleChange","WeakPos","None","LessUnstable","SIG","Down","Other","GJ","LV","Neutral","G","MoreThanAve","LowAtStation","PartInhibit","PC","Jun15_Jul1","None","N5GtLIGt_8","Average","Weak","Clear","MoistMDryL","PartInhibit","Neutral","XNIL","NoMajor","Neutral","DryLine","G","Increasing","None","Slight","Average","None","Neutral","IncCapDecIns","CloseToDryAd","SIG","XNIL","CloseToDryAd","G","Stability","Neutral","WidespdDnsl","Dry","PC","PC","Neutral","None","CThruK","Other"
"Moderate","LittleChange","VeryMoist","LVorOther","Down","LittleChange","Negative","None","LessUnstable","SVR","StrongUp","Other","B","SWQuad","WeakUp","ABI","LessThanAve","LowAtStation","PartInhibit","PC","May15_Jun14","Weak","LIGt0","LessUnstable","Strong","PC","Other","PartInhibit","Neutral","SIG","NoMajor","Dry","DenvCyclone","B","Decreasing","Weak","Strong","LessThanAve","Marked","VeryWet","DecCapIncIns","Stable","SVR","SVR","Steep","B","Instability","WeakUp","E_NE","Dry","PC","Clear","Dry","None","AB","None"
"Moderate","LittleChange","Average","Westerly","Neutral","SigNegative","WeakPos","Weak","LessUnstable","XNIL","WeakUp","StrongWest","HI","SWQuad","Neutral","ABI","MoreThanAve","LowSHighN","PartInhibit","PC","Aug11_Aug20","Strong","N1GtLIGt_4","LessUnstable","Strong","PC","DryMMoistL","PartInhibit","Neutral","SIG","NoMajor","Wet","E_W_S","I","Increasing","Strong","None","Average","Marked","VeryWet","IncCapDecIns","Steep","SIG","XNIL","ModerateOrLe","I","Stability","Neutral","E_NE","Wet","PC","Clear","Wet","Strong","CThruK","QStationary"
"Unfavorable","Increasing","Dry","LVorOther","Down","LittleChange","Neutral","Weak","LessUnstable","XNIL","Neutral","StrongWest","HI","SWQuad","Neutral","ABI","Average","LowSHighN","Stifling","Clear","May15_Jun14","None","LIGt0","LessUnstable","Strong","PC","DryMMoistL","PartInhibit","Neutral","SIG","StrongFront","Neutral","E_W_S","I","LittleChange","Weak","None","Average","Some","VeryWet","LittleChange","ModerateOrLe","SIG","XNIL","CloseToDryAd","I","Stability","Neutral","LV","Wet","Clear","Clear","Wet","Strong","CThruK","QStationary"
"Weak","LittleChange","Average","LVorOther","Neutral","LittleChange","Neutral","Weak","Average","SIG","StrongUp","Other","GJ","LV","StrongUp","CDEJ","LessThanAve","LowAtStation","PartInhibit","PC","Jun15_Jul1","Weak","N5GtLIGt_8","Average","Weak","Cloudy","MoistMDryL","None","WeakUp","SIG","NoMajor","Neutral","DryLine","J","Decreasing","Weak","Moderate","Average","None","Dry","DecCapIncIns","ModerateOrLe","SIG","SIG","CloseToDryAd","J","Neutral","StrongUp","LV","Wet","Clear","PC","Neutral","None","CThruK","None"
"Strong","LittleChange","Average","LVorOther","Neutral","LittleChange","WeakPos","None","LessUnstable","SIG","StrongUp","DCVZFavor","B","AllElse","WeakUp","ABI","LessThanAve","HighEvrywher","PartInhibit","Cloudy","Aug11_Aug20","None","N1GtLIGt_4","LessUnstable","Weak","PC","DryMMoistL","None","WeakUp","SIG","MarkedUpper","VeryWet","DenvCyclone","B","Increasing","Strong","Strong","LessThanAve","Some","Neutral","IncCapDecIns","ModerateOrLe","SIG","SIG","Steep","B","Stability","WeakUp","DenvCyclone","Wet","PC","PC","Wet","None","AB","Moving"
"Moderate","Increasing","Dry","LVorOther","Neutral","SigNegative","StrongPos","Strong","LessUnstable","SIG","WeakUp","StrongWest","HI","SWQuad","Neutral","ABI","MoreThanAve","LowSHighN","Stifling","PC","Jul16_Aug10","None","N1GtLIGt_4","Average","Strong","Clear","DryMMoistL","None","Neutral","SIG","NoMajor","Wet","E_W_S","I","Increasing","Strong","Moderate","MoreThanAve","Some","Dry","IncCapDecIns","Steep","SIG","SIG","ModerateOrLe","I","Neutral","Neutral","E_NE","Neutral","Cloudy","PC","Neutral","Strong","CThruK","QStationary"
"Weak","Decreasing","VeryMoist","Westerly","Neutral","PosToNeg","Negative","Weak","MoreUnstable","XNIL","Down","Westerly","ACEFK","NWQuad","Neutral","K","MoreThanAve","LowNHighS","PartInhibit","Clear","Aug20_Sep15","None","N5GtLIGt_8","Average","Strong","PC","DryMMoistL","PartInhibit","WeakUp","SVR","MarkedUpper","Neutral","MovingFtorOt","K","Increasing","Strong","None","LessThanAve","Marked","Dry","IncCapDecIns","ModerateOrLe","SVR","XNIL","Steep","K","Stability","Neutral","WidespdDnsl","Neutral","PC","PC","Neutral","Weak","CThruK","QStationary"
"Weak","LittleChange","Dry","LVorOther","StronUp","LittleChange","WeakPos","Strong","Average","XNIL","StrongUp","Westerly","GJ","NWQuad","StrongUp","G","LessThanAve","Other","PartInhibit","Clear","May15_Jun14","Strong","N1GtLIGt_4","Average","Strong","PC","MoistMDryL","None","WeakUp","SVR","NoMajor","Dry","None","G","Decreasing","None","None","LessThanAve","Some","VeryWet","DecCapIncIns","Steep","SVR","XNIL","CloseToDryAd","G","Stability","StrongUp","WidespdDnsl","VeryWet","Clear","Clear","VeryWet","Strong","CThruK","None"
"Moderate","Decreasing","Average","LVorOther","Neutral","LittleChange","Negative","Weak","LessUnstable","XNIL","Neutral","Westerly","B","SWQuad","Neutral","ABI","Average","LowSHighN","PartInhibit","PC","May15_Jun14","None","LIGt0","LessUnstable","Weak","Cloudy","Other","Stifling","Neutral","XNIL","NoMajor","Dry","MovingFtorOt","B","LittleChange","Weak","Slight","Average","None","VeryWet","LittleChange","ModerateOrLe","XNIL","XNIL","CloseToDryAd","B","Stability","Neutral","DenvCyclone","Dry","PC","PC","Dry","None","AB","None"
"Moderate","Decreasing","VeryMoist","LVorOther","WeakUp","LittleChange","Negative","Strong","MoreUnstable","XNIL","StrongUp","Other","ACEFK","LV","WeakUp","F","LessThanAve","HighEvrywher","Stifling","Cloudy","Jul16_Aug10","Strong","N5GtLIGt_8","Average","None","Cloudy","Other","Stifling","Down","XNIL","NoMajor","Dry","E_W_S","F","Decreasing","None","None","Average","None","Neutral","DecCapIncIns","ModerateOrLe","XNIL","XNIL","ModerateOrLe","F","Instability","WeakUp","E_NE","VeryWet","PC","Clear","Wet","None","CThruK","None"
"Moderate","Increasing","Dry","LVorOther","Neutral","LittleChange","Negative","Weak","MoreUnstable","SIG","Down","DCVZFavor","GJ","SWQuad","Neutral","G","Average","LowSHighN","Stifling","PC","May15_Jun14","Weak","LIGt0","MoreUnstable","Weak","PC","Other","PartInhibit","Down","SIG","NoMajor","Wet","Other","G","Increasing","None","Moderate","Average","Marked","Wet","IncCapDecIns","CloseToDryAd","SIG","SIG","CloseToDryAd","G","Neutral","Neutral","LongAnticyc","Neutral","PC","PC","Neutral","Weak","CThruK","None"
"Weak","Increasing","Average","Westerly","Neutral","NegToPos","WeakPos","Strong","Average","SIG","StrongUp","StrongWest","ACEFK","SWQuad","Neutral","ABI","LessThanAve","LowMtsHighPl","None","Clear","May15_Jun14","None","N5GtLIGt_8","Average","Strong","PC","Other","PartInhibit","Neutral","SVR","MarkedUpper","Neutral","DenvCyclone","A","LittleChange","Weak","None","LessThanAve","Marked","Neutral","LittleChange","ModerateOrLe","SVR","SIG","Steep","A","Instability","Neutral","DenvCyclone","Neutral","Clear","Clear","Neutral","Weak","AB","Other"
